ModelID,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,BLVRB_RNA,BLVRB_Protein,BLVRB_dependency,BLVRB_effect,Is_Breast_Cancer
ACH-000221,SNU-398,SNU398,Liver,Hepatocellular Carcinoma,6.807393565157232,,0.005304693,0.107798561,0
ACH-000222,AsPC-1,ASPC1,Pancreas,Pancreatic Adenocarcinoma,6.307182590303867,0.417999235,0.007011588,0.177975624,0
ACH-000223,HCC1937,HCC1937,Breast,Invasive Breast Carcinoma,7.237305579461372,-0.949634534,0.029333397,0.018218461,1
ACH-000224,Hs 819.T,HS819T,Fibroblast,Non-Cancerous,5.6490204402145086,,,,0
ACH-000225,ECC12,ECC12,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.476057595677545,,,,0
ACH-000226,SUP-M2,SUPM2,Lymphoid,Mature T and NK Neoplasms,6.884023952167421,,0.00477133,0.088384017,0
ACH-000227,KP-N-YN,KPNYN,Peripheral Nervous System,Neuroblastoma,1.2664567441359411,,0.008487955,0.274194578,0
ACH-000228,BICR 31,BICR31,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.174266584752717,,0.016416839,0.054638774,0
ACH-000229,Hs 822.T,HS822T,Fibroblast,Non-Cancerous,5.418689204080538,,,,0
ACH-000230,Hs 742.T,HS742T,Fibroblast,Non-Cancerous,5.009105269428382,,,,0
ACH-000231,KALS-1,KALS1,CNS/Brain,Diffuse Glioma,5.467817455825121,,0.010532941,0.089899003,0
ACH-000232,U-251 MG,U251MG,CNS/Brain,Diffuse Glioma,6.342659630031435,,0.004303537,0.109475716,0
ACH-000233,DEL,DEL,Lymphoid,Mature T and NK Neoplasms,5.882396058391452,,0.013493118,0.018026065,0
ACH-000234,Caki-2,CAKI2,Kidney,Renal Cell Carcinoma,7.852947666505995,1.933094071,0.016288371,0.092144447,0
ACH-000235,Panc 04.03,PANC0403,Pancreas,Pancreatic Adenocarcinoma,7.072180849548618,0.244697829,0.041557239,-0.042394794,0
ACH-000236,SW1417,SW1417,Bowel,Colorectal Adenocarcinoma,4.877832575512995,-1.147680351,,,0
ACH-000237,JHOM-1,JHOM1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.12158531874543,,0.013116183,0.133790385,0
ACH-000238,SCC-4,SCC4,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.228430072295268,,0.021365742,0.018011833,0
ACH-000239,HuG1-N,HUG1N,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.185961664925506,0.420783891,0.00362738,0.299122221,0
ACH-000240,Hs 600.T,HS600T,Fibroblast,Non-Cancerous,6.2156708318128615,,,,0
ACH-000241,JK-1,JK1,Myeloid,Myeloproliferative Neoplasms,10.271743135669722,,,,0
ACH-000242,RT4,RT4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.077670274232752,-0.290645199,0.052201021,-0.132112273,0
ACH-000243,DAN-G,DANG,Pancreas,Pancreatic Adenocarcinoma,5.966575818523496,0.183709662,0.021218385,0.002862614,0
ACH-000244,DK-MG,DKMG,CNS/Brain,Diffuse Glioma,5.6178714735311965,,0.021515735,0.014553464,0
ACH-000245,BL-41,BL41,Lymphoid,Mature B-Cell Neoplasms,3.1825397578179966,,,,0
ACH-000246,SLR 23,SLR23,Kidney,Renal Cell Carcinoma,,,0.00884273,0.087743177,0
ACH-000247,OCUM-1,OCUM1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.041102771819128,0.642099022,0.002773924,0.212657577,0
ACH-000248,AU565,AU565,Breast,Invasive Breast Carcinoma,7.709628383155097,0.94400328,0.007820159,0.10499558,1
ACH-000249,CL-11,CL11,Bowel,Colorectal Adenocarcinoma,6.073222556186384,,0.002797061,0.261314663,0
ACH-000250,KMRC-20,KMRC20,Kidney,Renal Cell Carcinoma,7.587979985634681,0.737897838,0.026644772,0.006264747,0
ACH-000251,NCI-H2887,NCIH2887,Lung,Non-Small Cell Lung Cancer,6.450538246858835,,0.019198653,0.015667589,0
ACH-000252,LS1034,LS1034,Bowel,Colorectal Adenocarcinoma,5.555570777896172,,0.016116811,0.033986918,0
ACH-000253,COLO 201,COLO201,Bowel,Colorectal Adenocarcinoma,5.074890720126339,,0.003043761,0.183832817,0
ACH-000254,SCC-15,SCC15,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.577872898263022,,,,0
ACH-000255,LMSU,LMSU,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.804022572916366,-0.546805756,0.018096503,-0.016342355,0
ACH-000256,COV318,COV318,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,3.9704855729401225,,0.00137365,0.356441884,0
ACH-000257,COR-L279,CORL279,Lung,Lung Neuroendocrine Tumor,3.3203662537446057,,0.009656475,0.124175196,0
ACH-000258,Du4475,DU4475,Breast,Invasive Breast Carcinoma,2.4306438947010074,,0.029220248,-0.020105157,1
ACH-000259,KELLY,KELLY,Peripheral Nervous System,Neuroblastoma,2.8113908785788784,,0.010300867,0.036056567,0
ACH-000260,SK-N-AS,SKNAS,Peripheral Nervous System,Neuroblastoma,4.808297518323019,-0.127355349,0.028543221,-0.016911954,0
ACH-000261,RERF-LC-AI,RERFLCAI,Lung,Non-Small Cell Lung Cancer,5.534659280413878,,0.024739244,0.016905054,0
ACH-000262,UOK101,UOK101,Kidney,Renal Cell Carcinoma,6.42867003618321,,0.014524115,0.041358464,0
ACH-000263,KASUMI-1,KASUMI1,Myeloid,Acute Myeloid Leukemia,3.512896869721549,-1.910101967,0.029399095,-0.020738551,0
ACH-000263,KASUMI-1,KASUMI1,Myeloid,Acute Myeloid Leukemia,3.513073794481516,-1.910101967,0.029399095,-0.020738551,0
ACH-000264,Calu-6,CALU6,Lung,Non-Small Cell Lung Cancer,4.783514277194395,-0.976938489,0.059853689,-0.046917883,0
ACH-000265,KP-4,KP4,Pancreas,Pancreatic Adenocarcinoma,6.087193371570854,0.67081795,0.010334471,0.015669484,0
ACH-000266,SNU-213,SNU213,Pancreas,Pancreatic Adenocarcinoma,5.761458152342451,,0.034356271,0.010303379,0
ACH-000267,HDLM-2,HDLM2,Lymphoid,Hodgkin Lymphoma,6.396758888741458,,,,0
ACH-000268,SNU-245,SNU245,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.643351158124719,,0.018941855,0.004804021,0
ACH-000269,AM-38,AM38,CNS/Brain,Diffuse Glioma,6.240905789376876,,0.031285998,-0.045855302,0
ACH-000270,HPAC,HPAC,Pancreas,Pancreatic Adenocarcinoma,6.297439060404919,,,,0
ACH-000271,SU-DHL-10,SUDHL10,Lymphoid,Mature B-Cell Neoplasms,5.101112158474151,,0.098262666,-0.160905266,0
ACH-000272,SLR 24,SLR24,Kidney,Renal Cell Carcinoma,5.823153208482469,,0.021914508,0.022790822,0
ACH-000273,SF539,SF539,CNS/Brain,Diffuse Glioma,7.608787069937912,,0.00265172,0.176654141,0
ACH-000274,Hs 852.T,HS852T,Skin,Melanoma,7.513593385520145,,0.021826406,0.038964087,0
ACH-000275,Hs 834.T,HS834T,Fibroblast,Non-Cancerous,5.357273995130382,,,,0
ACH-000276,HCC38,HCC38,Breast,Invasive Breast Carcinoma,5.644629267150408,0.450568895,0.022410357,0.00772608,1
ACH-000277,HCC1419,HCC1419,Breast,Invasive Breast Carcinoma,8.75659301487933,,0.012204525,0.076966194,1
ACH-000278,COV362,COV362,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.6469057072284174,0.632879029,0.012371411,0.130224743,0
ACH-000279,EWS502,EWS502,Bone,Ewing Sarcoma,4.914234426190848,,0.013598926,0.042384007,0
ACH-000280,SNU-840,SNU840,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.624380221552232,,0.02034034,0.019931325,0
ACH-000281,KP-2,KP2,Pancreas,Pancreatic Adenocarcinoma,7.183218515118395,1.001415134,0.026080439,-0.013652551,0
ACH-000282,NCI-H1755,NCIH1755,Lung,Non-Small Cell Lung Cancer,6.888816294899181,,,,0
ACH-000283,A1207,A1207,CNS/Brain,Diffuse Glioma,6.3097091671625645,,,,0
ACH-000284,Hs 840.T,HS840T,Fibroblast,Non-Cancerous,5.9581513148845495,,,,0
ACH-000285,Toledo,TOLEDO,Lymphoid,Mature B-Cell Neoplasms,3.8923910259134034,,,,0
ACH-000286,SNU-1033,SNU1033,Bowel,Colorectal Adenocarcinoma,5.375647668491853,,0.019339906,0.008978605,0
ACH-000287,NU-DUL-1,NUDUL1,Lymphoid,Mature B-Cell Neoplasms,5.712249095822396,,,,0
ACH-000288,BT-549,BT549,Breast,Invasive Breast Carcinoma,4.237709020615323,-0.81193868,0.036193388,-0.041084496,1
ACH-000289,SNU-466,SNU466,CNS/Brain,Diffuse Glioma,5.964560360250087,,,,0
ACH-000290,NCI-H209,NCIH209,Lung,Lung Neuroendocrine Tumor,1.773954140428912,,0.033587456,-0.020084847,0
ACH-000291,OV-90,OV90,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.756709757074257,0.404320139,0.029669068,-0.011694542,0
ACH-000292,NCI-H841,NCIH841,Lung,SMARCA4-deficient undifferentiated tumor,6.50151557730855,,0.017736695,-0.018501828,0
ACH-000293,KLE,KLE,Uterus,Endometrial Carcinoma,8.14021627133108,,0.160522789,-0.251247418,0
ACH-000294,NB-4,NB4,Myeloid,Acute Myeloid Leukemia,2.0853362697774207,,0.006220585,0.154869822,0
ACH-000295,EM-2,EM2,Myeloid,Myeloproliferative Neoplasms,5.558977784477628,,0.005223968,0.196700493,0
ACH-000296,OUMS-23,OUMS23,Bowel,Colorectal Adenocarcinoma,6.408728841803328,,0.01002626,0.115179757,0
ACH-000297,NCI-H889,NCIH889,Lung,Lung Neuroendocrine Tumor,2.1371854400076744,,,,0
ACH-000298,NCI-H2029,NCIH2029,Lung,Lung Neuroendocrine Tumor,1.6196524616679189,,,,0
ACH-000299,HNT-34,HNT34,Myeloid,Acute Myeloid Leukemia,5.679502619447392,,,,0
ACH-000300,SLR 25,SLR25,Kidney,Renal Cell Carcinoma,6.794831718494194,,,,0
ACH-000301,LAMA-84,LAMA84,Myeloid,Myeloproliferative Neoplasms,7.702304305799649,,,,0
ACH-000302,SNU-1077,SNU1077,Uterus,Endometrial Carcinoma,5.170481934515438,,0.009736082,0.139265226,0
ACH-000303,SNU-5,SNU5,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.113158720129501,,0.016184407,0.001052997,0
ACH-000304,WM-115,WM115,Skin,Melanoma,5.59276198927257,-0.451859561,0.037314565,-0.091080587,0
ACH-000305,EC-GI-10,ECGI10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.801081034114562,,0.022094415,0.022717344,0
ACH-000306,Hs 688(A).T,HS688AT,Fibroblast,Non-Cancerous,5.627177817689569,,,,0
ACH-000307,PK-1,PK1,Pancreas,Pancreatic Adenocarcinoma,7.275053621355568,,0.009931397,0.054674561,0
ACH-000308,EFO-21,EFO21,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.367330873729744,,0.072494492,-0.087434455,0
ACH-000309,SK-LU-1,SKLU1,Lung,Non-Small Cell Lung Cancer,,-0.322895864,,,0
ACH-000310,IMR-32,IMR32,Peripheral Nervous System,Neuroblastoma,2.506203310503382,,0.03749456,-0.020029734,0
ACH-000311,NCI-H2122,NCIH2122,Lung,Non-Small Cell Lung Cancer,8.44150007897906,1.972576653,0.002614636,0.239701097,0
ACH-000312,SK-N-BE(2),SKNBE2,Peripheral Nervous System,Neuroblastoma,1.206249366987573,,0.013556465,0.018166169,0
ACH-000313,KMRC-3,KMRC3,Kidney,Renal Cell Carcinoma,7.354337550070972,,0.025358579,0.037893767,0
ACH-000314,HCC-2108,HCC2108,Lung,Non-Small Cell Lung Cancer,6.583328023621689,,,,0
ACH-000315,KARPAS-422,KARPAS422,Lymphoid,Mature B-Cell Neoplasms,1.979377862153072,-1.241363538,0.00549417,0.177603291,0
ACH-000316,SNU-886,SNU886,Liver,Hepatocellular Carcinoma,6.748689319657771,,0.020159588,0.008867331,0
ACH-000317,TUHR14TKB,TUHR14TKB,Kidney,Renal Cell Carcinoma,7.053730432651966,,0.0096791,0.071466474,0
ACH-000318,TE-10,TE10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.729346112564233,-1.170198155,0.020789451,-0.019693989,0
ACH-000318,TE-10,TE10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.728649783901051,-1.170198155,0.020789451,-0.019693989,0
ACH-000319,MPP 89,MPP89,Pleura,Pleural Mesothelioma,6.960280015153153,,0.015384259,0.043939568,0
ACH-000320,PSN1,PSN1,Pancreas,Pancreatic Adenocarcinoma,5.358456044785107,,0.021466366,-0.010417788,0
ACH-000321,MOLM-6,MOLM6,Myeloid,Myeloproliferative Neoplasms,4.546980864703657,,,,0
ACH-000322,HT-144,HT144,Skin,Melanoma,5.067690339104487,,0.021711706,-0.01685965,0
ACH-000323,42-MG-BA,42MGBA,CNS/Brain,Diffuse Glioma,6.317338441956454,,0.010283588,0.085970911,0
ACH-000324,JHOC-5,JHOC5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.322980878048093,,0.061548622,-0.11012049,0
ACH-000325,SNU-620,SNU620,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.074665983769332,,0.000350092,0.417320902,0
ACH-000326,JURL-MK1,JURLMK1,Myeloid,Myeloproliferative Neoplasms,7.830166572973235,,0.074352611,-0.131909015,0
ACH-000327,NCI-H1395,NCIH1395,Lung,Non-Small Cell Lung Cancer,7.302903907566103,,,,0
ACH-000328,LN-215,LN215,CNS/Brain,Diffuse Glioma,6.285010048451203,,,,0
ACH-000328,LN-215,LN215,CNS/Brain,Diffuse Glioma,6.249109659262454,,,,0
ACH-000329,CCF-STTG1,CCFSTTG1,CNS/Brain,Diffuse Glioma,6.356414994497446,,0.022323926,0.026993236,0
ACH-000330,EFM-19,EFM19,Breast,Invasive Breast Carcinoma,5.882288445140167,-0.527230101,0.002220485,0.237555307,1
ACH-000331,IST-MES2,ISTMES2,Pleura,Pleural Mesothelioma,8.520119690882042,,0.016601228,0.002211421,0
ACH-000332,YAPC,YAPC,Pancreas,Pancreatic Adenocarcinoma,5.444269502413482,,0.019715228,0.03831142,0
ACH-000333,JHOM-2B,JHOM2B,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.152272671892864,,,,0
ACH-000334,DB,DB,Lymphoid,Mature B-Cell Neoplasms,2.2047761390950478,,0.010355386,0.153482783,0
ACH-000335,MSTO-211H,MSTO211H,Pleura,Pleural Mesothelioma,5.415160348547802,0.334077912,0.008664509,0.085969302,0
ACH-000336,OCI-AML3,OCIAML3,Myeloid,Acute Myeloid Leukemia,5.866584101746569,,0.010747875,0.053853538,0
ACH-000337,NCI-H3122,NCIH3122,Lung,Non-Small Cell Lung Cancer,6.06784089338981,,0.008573245,0.090038675,0
ACH-000337,NCI-H3122,NCIH3122,Lung,Non-Small Cell Lung Cancer,5.938403423670239,,0.008573245,0.090038675,0
ACH-000338,SR-786,SR786,Lymphoid,Mature T and NK Neoplasms,7.029033179828966,,0.002903599,0.307724946,0
ACH-000339,HCC-461,HCC461,Lung,Non-Small Cell Lung Cancer,6.576556904879977,,0.021613832,-0.008902557,0
ACH-000340,Hs 870.T,HS870T,Fibroblast,Non-Cancerous,5.963279901954144,,,,0
ACH-000341,SK-N-FI,SKNFI,Peripheral Nervous System,Neuroblastoma,3.763889560646332,,0.013425142,0.073672906,0
ACH-000342,CL-14,CL14,Bowel,Colorectal Adenocarcinoma,5.374889939537557,,,,0
ACH-000343,NCI-H522,NCIH522,Lung,Non-Small Cell Lung Cancer,6.344375808813154,-0.415281115,0.02303862,0.018116433,0
ACH-000344,SNU-668,SNU668,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.303435555791395,,0.008195943,0.086745562,0
ACH-000345,KP-N-RT-BM-1,KPNRTBM1,Peripheral Nervous System,Neuroblastoma,2.450203016610878,,0.192031001,-0.326715783,0
ACH-000346,JVM-3,JVM3,Lymphoid,Mature B-Cell Neoplasms,4.100237614345738,,0.10204144,-0.203708438,0
ACH-000347,QGP-1,QGP1,Pancreas,Pancreatic Neuroendocrine Tumor,5.331705216498892,-0.446910033,,,0
ACH-000348,RPMI-7951,RPMI7951,Skin,Melanoma,6.098135279352822,-0.98399456,0.030964835,-0.005012867,0
ACH-000349,HCC1500,HCC1500,Breast,Breast Ductal Carcinoma In Situ,7.834692256798727,1.705527926,,,1
ACH-000350,COLO-678,COLO678,Bowel,Colorectal Adenocarcinoma,5.548735613838122,-0.129029648,0.017619334,0.050953046,0
ACH-000351,MKN1,MKN1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.9555452974488645,-0.728161103,,,0
ACH-000352,HCC1428,HCC1428,Breast,Invasive Breast Carcinoma,7.647256938763957,,0.025697297,-0.016503121,1
ACH-000353,TE-15,TE15,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.9139449308902,,,,0
ACH-000354,Capan-1,CAPAN1,Pancreas,Pancreatic Adenocarcinoma,7.02585934566924,,0.031923135,-0.032280848,0
ACH-000355,NCI-H82,NCIH82,Lung,Lung Neuroendocrine Tumor,3.778692197748024,,0.00655539,0.124013712,0
ACH-000356,MKN-45,MKN45,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.710076293484413,-0.188767168,0.022058013,-0.035467358,0
ACH-000357,JeKo-1,JEKO1,Lymphoid,Mature B-Cell Neoplasms,4.970858254763764,0.320250678,,,0
ACH-000358,NCI-H69,NCIH69,Lung,Lung Neuroendocrine Tumor,0.6282286037375183,,,,0
ACH-000359,MG-63,MG63,Bone,Osteosarcoma,6.437152818581297,,0.027668013,-0.007804774,0
ACH-000360,NCI-H508,NCIH508,Bowel,Colorectal Adenocarcinoma,5.635185557855892,,,,0
ACH-000361,SK-HEP-1,SKHEP1,Liver,Hepatocellular Carcinoma,6.0710718703129976,0.27579241,0.015895213,0.045886177,0
ACH-000362,MOLM-13,MOLM13,Myeloid,Acute Myeloid Leukemia,4.389312115061673,-0.868870696,0.032625759,-0.046956366,0
ACH-000363,SK-MM-2,SKMM2,Lymphoid,Mature B-Cell Neoplasms,5.4988667540633775,,0.007948318,0.145567127,0
ACH-000364,U-2 OS,U2OS,Bone,Osteosarcoma,6.675703039819585,-0.364224886,0.007193485,0.077780918,0
ACH-000365,SU-DHL-4,SUDHL4,Lymphoid,Mature B-Cell Neoplasms,5.178308303189853,0.139941654,0.029121122,-0.042821122,0
ACH-000366,SK-N-DZ,SKNDZ,Peripheral Nervous System,Neuroblastoma,2.185473317693114,,0.010089865,0.076621128,0
ACH-000367,NCI-H226,NCIH226,Pleura,Pleural Mesothelioma,6.668346088431239,-0.277349683,0.160269433,-0.291917742,0
ACH-000368,SNU-1105,SNU1105,CNS/Brain,Diffuse Glioma,6.492571059182984,-1.020637892,0.062751876,-0.132149509,0
ACH-000369,MOLM-16,MOLM16,Myeloid,Acute Myeloid Leukemia,8.869939246774196,2.847770869,,,0
ACH-000370,SNU-626,SNU626,CNS/Brain,Diffuse Glioma,6.4536410359686975,,0.042773555,-0.107972686,0
ACH-000371,RL,RL,Lymphoid,Mature B-Cell Neoplasms,4.696750584211848,1.096101953,0.005099359,0.092263362,0
ACH-000372,P12-ICHIKAWA,P12ICHIKAWA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,3.4764983428271305,,,,0
ACH-000373,SKM-1,SKM1,Myeloid,Acute Myeloid Leukemia,5.86391863304829,,0.00858128,0.094777058,0
ACH-000374,HCC1143,HCC1143,Breast,Invasive Breast Carcinoma,6.330425740560746,-0.520447582,0.058700009,-0.113315472,1
ACH-000375,G-402,G402,Kidney,Rhabdoid Cancer,6.944928705218812,0.135082061,0.013985638,0.027495124,0
ACH-000376,SF-295,SF295,CNS/Brain,Diffuse Glioma,7.327633477647748,1.458551875,0.014353143,0.040767734,0
ACH-000377,SNU-478,SNU478,Ampulla of Vater,Ampullary Carcinoma,5.709740029201947,,0.001823287,0.207643352,0
ACH-000378,NCI-H647,NCIH647,Lung,Non-Small Cell Lung Cancer,7.555524765031077,0.44373165,0.01181428,0.050939755,0
ACH-000379,NCI-H1781,NCIH1781,Lung,Non-Small Cell Lung Cancer,7.67401567287759,,,,0
ACH-000380,KMS-12-BM,KMS12BM,Lymphoid,Mature B-Cell Neoplasms,5.166438285946061,0.984513349,,,0
ACH-000381,T84,T84,Bowel,Colorectal Adenocarcinoma,6.255538499539951,,0.116077686,-0.223207707,0
ACH-000382,COR-L24,CORL24,Lung,Lung Neuroendocrine Tumor,3.5757600776138063,,,,0
ACH-000383,OE33,OE33,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.372299186388569,0.114517907,0.017314644,0.073316595,0
ACH-000384,SW 780,SW780,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.715289376344801,,,,0
ACH-000385,SK-RC-52,SKRC52,Kidney,Renal Cell Carcinoma,7.664447284547972,,0.020260244,0.012940141,0
ACH-000386,KG-1,KG1,Myeloid,Acute Myeloid Leukemia,3.657754318827859,,,,0
ACH-000387,TF-1,TF1,Myeloid,Acute Myeloid Leukemia,7.364047083607321,1.639308769,0.029102371,-0.023280599,0
ACH-000388,NU-DHL-1,NUDHL1,Lymphoid,Mature B-Cell Neoplasms,1.364673277356598,-2.110143995,,,0
ACH-000389,H4,H4,CNS/Brain,Diffuse Glioma,8.57844439973112,,0.057935075,-0.142817457,0
ACH-000390,LUDLU-1,LUDLU1,Lung,Non-Small Cell Lung Cancer,7.336649371740201,-0.87158527,0.021746926,0.0217973,0
ACH-000391,MHH-ES-1,MHHES1,Bone,Ewing Sarcoma,6.476827195071857,,0.009536903,0.054929456,0
ACH-000392,Calu-3,CALU3,Lung,Non-Small Cell Lung Cancer,6.108890311301702,,,,0
ACH-000393,HLF,HLF,Liver,Hepatocellular Carcinoma,6.679480099505446,-0.3982346,0.043043125,-0.057761571,0
ACH-000394,NCI-H2081,NCIH2081,Lung,Lung Neuroendocrine Tumor,2.612739367542332,,,,0
ACH-000395,NCI-H520,NCIH520,Lung,Non-Small Cell Lung Cancer,4.919907322895649,-1.153594416,0.071895528,-0.137941981,0
ACH-000396,J82,J82,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.388936871790911,0.397633906,0.020933662,0.005988894,0
ACH-000396,J82,J82,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.382684542850456,0.397633906,0.020933662,0.005988894,0
ACH-000397,TEN,TEN,Uterus,Endometrial Carcinoma,5.407114775215797,,0.017445063,0.055349696,0
ACH-000398,RI-1,RI1,Lymphoid,Mature B-Cell Neoplasms,4.0735889037837385,,0.026990623,-0.029439373,0
ACH-000399,NCI-H2196,NCIH2196,Lung,Lung Neuroendocrine Tumor,5.6074338881371,,,,0
ACH-000400,SK-CO-1,SKCO1,Bowel,Colorectal Adenocarcinoma,5.026822186398583,-0.483610556,,,0
ACH-000401,COLO-800,COLO800,Skin,Melanoma,5.216493667609516,,0.021389082,-0.044030936,0
ACH-000402,BL-70,BL70,Lymphoid,Mature B-Cell Neoplasms,3.6296946665822594,,0.014576031,0.027989141,0
ACH-000403,NCI-H747,NCIH747,Bowel,Colorectal Adenocarcinoma,6.769203116513467,0.052279014,0.015654871,0.081788245,0
ACH-000404,K029AX,K029AX,Skin,Melanoma,6.955940451289479,1.46753317,0.053312674,-0.140967338,0
ACH-000405,MEC-1,MEC1,Lymphoid,Mature B-Cell Neoplasms,4.17023755150947,,0.061692009,-0.122072497,0
ACH-000406,U-937,U937,Myeloid,Acute Myeloid Leukemia,7.408847701624689,0.628872112,0.017219807,0.013921417,0
ACH-000407,SNU-685,SNU685,Uterus,Endometrial Carcinoma,4.753283616460879,-0.808240749,0.020306584,0.003499495,0
ACH-000408,TE-5,TE5,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.669707121589624,,0.002745095,0.18460266,0
ACH-000409,OVSAHO,OVSAHO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,3.980052727640392,-1.99868415,,,0
ACH-000410,Saos-2,SAOS2,Bone,Osteosarcoma,5.534008671081309,-1.107455796,0.004715479,0.138052199,0
ACH-000411,769-P,769P,Kidney,Renal Cell Carcinoma,5.1461460512038,-0.974489878,0.008507902,0.085569572,0
ACH-000412,SNU-1197,SNU1197,Bowel,Colorectal Adenocarcinoma,5.614483117079764,,,,0
ACH-000413,Hs 739.T,HS739T,Fibroblast,Non-Cancerous,5.707182408372001,,,,0
ACH-000414,NCI-H1944,NCIH1944,Lung,Non-Small Cell Lung Cancer,8.844627312303874,1.880728553,0.023737636,-0.021818259,0
ACH-000415,BICR 6,BICR6,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.654074592791422,-1.196219387,0.025828166,-0.01448409,0
ACH-000416,NCI-H838,NCIH838,Lung,Non-Small Cell Lung Cancer,6.474309485504836,-0.096852568,0.056345005,-0.067501134,0
ACH-000417,Panc 08.13,PANC0813,Pancreas,Pancreatic Adenocarcinoma,5.66079459265986,,0.060690229,-0.084256528,0
ACH-000418,SW 1353,SW1353,Bone,Chondrosarcoma,6.943347040264084,,,,0
ACH-000419,KMS-28BM,KMS28BM,Lymphoid,Mature B-Cell Neoplasms,4.559479576553985,,,,0
ACH-000420,SNU-449,SNU449,Liver,Hepatocellular Carcinoma,6.425999677076244,-0.198860941,0.013754911,0.050496889,0
ACH-000421,SW837,SW837,Bowel,Colorectal Adenocarcinoma,6.7670456023455285,0.05103386,0.026826021,-0.023067388,0
ACH-000422,SNU-475,SNU475,Liver,Hepatocellular Carcinoma,6.697287317159402,,0.084575703,-0.146617005,0
ACH-000423,SK-MEL-3,SKMEL3,Skin,Melanoma,6.105923171095975,-0.743834012,,,0
ACH-000424,TC-71,TC71,Bone,Ewing Sarcoma,5.558304374548199,-0.131722187,0.007761895,0.068062099,0
ACH-000425,UACC-62,UACC62,Skin,Melanoma,6.3293712018031965,0.352101289,0.018744609,0.026501459,0
ACH-000426,KMS-20,KMS20,Lymphoid,Mature B-Cell Neoplasms,,,0.020807736,0.007579782,0
ACH-000427,NCI-N87,NCIN87,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.895472283152552,0.136685119,0.00171209,0.281732542,0
ACH-000428,UO-31,UO31,Kidney,Renal Cell Carcinoma,5.522149933175767,,,,0
ACH-000429,A-704,A704,Kidney,Renal Cell Carcinoma,5.755718148468303,-0.381424087,,,0
ACH-000430,TYK-nu,TYKNU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.991975274237168,-0.348525415,0.033163905,-0.042529733,0
ACH-000431,NCI-H1694,NCIH1694,Lung,Lung Neuroendocrine Tumor,3.906486584432865,,0.011807414,0.073612935,0
ACH-000432,BV-173,BV173,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,5.1110814050968925,,,,0
ACH-000433,Caki-1,CAKI1,Kidney,Renal Cell Carcinoma,6.667679280796857,0.328001618,0.012638344,0.083960223,0
ACH-000434,NCI-H1915,NCIH1915,Lung,Non-Small Cell Lung Cancer,6.884756638016891,,0.012020045,0.076417133,0
ACH-000435,EFE-184,EFE184,Uterus,Endometrial Carcinoma,5.655217285301565,,0.033279004,-0.079771622,0
ACH-000436,OCI-My7,OCIMY7,Lymphoid,Mature B-Cell Neoplasms,3.4276892996551585,,0.024920355,-0.003924084,0
ACH-000437,SW 1088,SW1088,CNS/Brain,Diffuse Glioma,6.808822632676721,,0.033607027,-0.020565146,0
ACH-000438,Lu-65,LU65,Lung,Non-Small Cell Lung Cancer,6.453749669173122,0.5397437,0.014976831,0.010326706,0
